Indicator Name,Indicator Code,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,2060830000,2456880000,2407000000,1749020000,1497660000,1511520000,1361550000,1710580000,1799290000,1272250000,1457520000,1317730000,1153980000,671890000,-602940000,-180530000,-656550000,-947070000,-332270000,-791530000,-1045040000,
"Net official flows from UN agencies, WHO (current US$)",DT.NFL.WHOL.CD,,,,,,,,,,,,,,,5580000,830000,6060000,4300000,4610000,3740000,4410000,
"Net official flows from UN agencies, WFP (current US$)",DT.NFL.WFPG.CD,18890000,10490000,6500000,7530000,10990000,12060000,10790000,6340000,8000000,,,,,,,,,,,,,
"Net official flows from UN agencies, UNWTO (current US$)",DT.NFL.UNWT.CD,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNTA (current US$)",DT.NFL.UNTA.CD,6330000,3890000,6320000,5460000,7040000,5700000,6800000,6100000,8910000,4380000,7790000,2170000,,,,,,,,,,
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNPBF (current US$)",DT.NFL.UNPB.CD,,,,,,,,,,,,,,,,,,,,,,
Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,,,,2.769173,,3.061225,,,,,2.127423,,,,,,,,,,,
Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP1.ZG,,,,1.53181,,1.38253,,,,,0.64296,,,,,,,,,,,
Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,,,,35000000,,39200000,,,,,28000000,,,,,,,,,,,
Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP1.CG,,,,0.0291043,,0.026268,,,,,0.0122163,,,,,,,,,,,
"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,,,,109,105,102,98,95,92,89,86,83,82,77,76,74,70,68,66,64,63,
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,,,,33,35,35,48,64,74,80,85,87,87,87,87,87,87,87,87,87,87,
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,,,,93,95,92,93,92,92,92,93,93,94,95,95,95,95,94,94,93,,
"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,,0.6,,0.5,,0.8,,,0.8,,,0.6,0.7,0.7,,,,,,,,
"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,,0.600000023841858,,0.5,,1,,,1,,,,1,0.800000011920929,,,,,,,,
"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,,0.600000023841858,,0.400000005960464,,0.699999988079071,,,0.5,,,,0.800000011920929,0.600000023841858,,,,,,,,
"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,,2.4,,2.5,,3,,,2.9,,,2.6,2.6,2.3,,,1.9,,,,,
"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,,2.59999990463257,,2.79999995231628,,3.29999995231628,,,3.20000004768372,,,,3.5,2.40000009536743,,,,,,,,
"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,,2.09999990463257,,2.09999990463257,,2.70000004768372,,,2.40000009536743,,,,2.70000004768372,2.09999990463257,,,,,,,,
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,,,0.6,,
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,,,,18.8,,,18.2,,
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,,,,13.2,,,,,11.7,,,,,10.9,,,,,9.6,9.7,,
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,,,,11.2,,,,,10.1,,,,,9.3,,,,,8.9,9.1,,
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,,,,15.4,,,,,13.4,,,,,12.5,,,,,10.3,10.3,,
"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,,19.8,,17.8,,21.8,,,11.7,,,9.8,9,9.4,,,8.1,,,,,
"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,,20.2000007629395,,18.5,,22.7000007629395,,,12.6000003814697,,,,13.1999998092651,9.89999961853027,,,,,,,,
"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,,19.2999992370605,,17.1000003814697,,20.7999992370605,,,10.6999998092651,,,,11.8000001907349,8.89999961853027,,,,,,,,
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,26.5569796442121,26.8018765351726,27.5265379308415,29.4762340715932,31.5989992398565,33.8885360592331,36.332841874097,38.9304249851887,41.6716983896093,44.5502788800677,47.5619529765679,50.6871089607235,53.9258346471046,57.3390585976663,60.8675219851634,64.5065139342951,68.2467884522588,72.0822720245711,
"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,,,,29.3968302578089,30.0303443134419,30.6511801407664,34.067221916317,37.5018483847218,40.9550595459811,44.4268554000955,47.8699677879731,51.3320173996272,54.8149253418617,58.3206127214801,61.8510006452862,65.4080102200834,68.9935625526756,72.609578749867,76.2579799184599,79.9654176302024,83.6959584934575,
"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,,,,24.9680762650432,24.8982173988094,25.576648533007,26.4440364160947,27.4725409616515,28.6607494859061,30.007249305089,31.5572302186516,33.2621733326254,35.1206680044379,37.1313035915186,39.2926694512951,41.6033549411968,44.1898849637962,46.9388304508614,49.850191402391,52.8790878787884,56.0706348347417,
"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,,,,1.5,,,,,1.2,,,,,1.1,,,,,1.1,1.1,,
"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,,,,1.5,,,,,1.5,,,,,1.5,,,,,1.6,1.6,,
"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,,,,1.5,,,,,1.3,,,,,1.3,,,,,1.4,1.4,,
"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,,5.5,,3.4,,9.2,,,5.9,,,5.8,5.7,6.6,,,,,,,,
"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,,6.09999990463257,,3.90000009536743,,9.89999961853027,,,6.5,,,,6.09999990463257,7.5,,,,,,,,
"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,,4.80000019073486,,2.79999995231628,,8.19999980926514,,,5.19999980926514,,,,4.40000009536743,5.59999990463257,,,,,,,,
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,,,,,,,,,,,,,,,,,,,,,,
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,,,,,,,,,,,,,,,,,,,,,,
People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,2.75825859680264,2.7100035158211,2.5135495113602,2.32264241254035,2.13748109356518,1.9583966096136,1.78663604780678,1.61537503853573,1.44974641469353,1.28998073824319,1.13600773166626,0.988985135779406,0.848065893926884,0.712729267382258,0.582893981248227,0.458571665528687,0.339729339811312,0.226361222444524,
"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,,,,0.213636363636365,0.213636363636365,0.213636363636365,0.213636363636365,0.213636363636365,0.213636363636365,0.213636363636365,0.199999999999999,0.186363636363637,0.172727272727272,0.15909090909091,0.145454545454545,0.131818181818183,0.118181818181817,0.104545454545455,0.0909090909090899,0.077272727272728,0.0636363636363626,
"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,,,,4.18198198198201,4.18198198198201,3.94877734877736,3.71557271557276,3.48236808236811,3.24916344916346,3.01595881595881,2.78275418275422,2.54954954954957,2.31634491634492,2.08314028314032,1.84993564993567,1.61673101673102,1.38352638352643,1.15032175032178,0.91711711711713,0.683912483912479,0.450707850707886,
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,,,,53,,,51,,47.7,41.1,36.6,34.2,31.9,30,26.1,24.5,23.2,,,,,
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,,,,59,55,51,48,46,44,42,40,40,37,36,34,33,32,31,30,29,29,
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,6.9,,7.4,,6.8,,,4.5,,,3.8,3.4,3.4,,,2.4,,,,,
"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,,7.19999980926514,,7.30000019073486,,7.19999980926514,,,4.69999980926514,,,,4.69999980926514,3.5,,,,,,,,
"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,,6.59999990463257,,7.5,,6.5,,,4.19999980926514,,,,4.5,3.29999995231628,,,,,,,,
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,,,,,,,,,,,
"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,,,,,,,,,,,,,,,,,
"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,,,,,,,,,,,,,,,,,,,,,,
Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,,,,,,,,,,,,,,,,,,,,,,
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,,,,,,,,,,,,,,,,,,,,,9.74,
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,,,5.9,2.4,,,3.7,,2.21,2.22,2.26,2.35,2.4,2.34,2.33,2.38,,,,,,
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,93.8,,96.8,96.6,97.3,96.7,95.9,97.3,97.5,97.8,98.4,99.1,99.3,99.6,99.7,99.8,99.9,99.9,99.9,,,
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,,67,,,,,50.8,,,,,27.6,,,,,18.6,,,,,
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,56.2896013225494,56.9037706766036,58.907284142107,60.8762195364931,62.8097668828392,64.7057608431511,66.5526382400907,68.3565772889181,70.1247124867885,71.8552693327081,73.5496269827323,75.1935551961883,76.7958781604309,78.4556409739346,80.0822936476644,81.6754050978285,83.2351730239196,84.7607877105451,
"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,77.4975055452304,78.2798148881244,79.0621242310183,79.8444335739125,80.6267429168064,81.4090522597003,82.1913616025943,82.9736709454882,83.7559802883821,84.5382896312761,85.32059897417,86.1029083170642,86.8852176599581,87.667527002852,88.449836345746,89.2321456886399,90.0144550315338,90.7967643744278,
"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,,,,44.4237215320849,44.2994271816843,46.3299418814448,48.3483307278584,50.3545937209268,52.3487308606483,54.3307421470247,56.3006275800541,58.2583871597383,60.2040208860756,62.1375287590677,64.058910778713,65.968166945013,68.0623467284431,70.156526511874,72.2507062953041,74.344886078735,76.4390658621651,
ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,,,,,,,,,,,,,,,,,,,,,,
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,85.9,87.1,89.3,89.4,90.3,90.1,88.9,89.7,89.8,89.7,90.9,91,92.2,94.1,93.7,95,95.6,96.2,96.5,,,
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,,,,,,,,,,,,,,,,,,,,112.7,,
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,,,,,,,,,,,,,,,,,,,,126,,
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",SH.STA.AIRP.FE.P5,,,,,,,,,,,,,,,,,,,,100,,
"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,,,,,,,,,,,,,,,,2732,,,,,,
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,,,,,,,,,,,,34.3,35.4,31.9,32.3,30.6,29.6,29,27.6,27.4,27,
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,,,,,,,,,,,,44,41.1,37.3,35.8,34.7,34.1,28.8,27,25.9,26.5,
Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,934995788573689,1018282012666.19,1138109366390.6,1264771708416.22,1349448589324.52,1463413760348.55,1550447834542.42,1666563044955.53,1850576760943.14,2027219069065.95,2267500689622.61,2449179017997.98,2695367795456.24,2939279788049.27,3273348154684.26,3540458112835.6,3784248266229,4040567414368.49,4358857195791.29,4728626901064.55,5071516752839.94,5544529711969.68
Final consumption expenditure (current LCU),NE.CON.TOTL.CN,4750864520950,5146038842410,5662165958110,6366771625980,6854665539880,7406815522490,7951306984350,8908600738580,10144777020900,11472855495590,13622944935090,15746628615950,17272828685430,19899805949030,24102208053420,27111284039840,30033780687680,32831261370000,36226651420000,39991009677010,43715200000000,
Final consumption expenditure (current US$),NE.CON.TOTL.CD,573097604399382,621569837592.25,683976898410302,769082386207.48,828148208899252,894867164732391,960650837785.43,1076333938065.44,1238028510171.7,1438891250356.18,1790725591204.73,2266125838782.79,2528446392456.89,2939279788049.27,3730125830444.94,4294992956583.18,4847441926414.67,5344151670084.97,5817206169409.88,6018663507714.65,6467893708942.42,
Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,45.9465637568171,45.5678860405997,46.2819159521842,46.8565106243676,45.739991084563,45.2493716614467,43.1836184380865,41.1436534648195,40.1627412195706,38.3337826919212,36.9478498297064,36.1284909276147,36.3427437438902,35.4406021357651,36.1790217531984,36.8630070303205,37.0617438605465,37.8211546552321,38.7730102745961,39.6512092298903,38.7404610612457,
"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,1235493072734.18,1319435372947.27,1443033836769.92,1611908026087.67,1728273267249.12,1890956988368.61,2014780977730.38,2182116553479.96,2426157951034.91,2676350128955.64,3046579930759.76,3341402263862.98,3692814110996.16,4136463475252.17,4776153942686.96,5245112988687.03,5668239457881.63,6143013776040.64,6648198320815.87,7201484307517.83,7691081879889.53,
"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,905025204576.99,981755921932439,1098566306334.13,1268696851747.91,1397809096886.06,1553655055033.94,1692948121193.6,1878586287295.74,2156204088547.64,2448292304911.32,2850066644920.11,3229151502382.35,3559464775637.82,4043478867519.57,4776153942686.96,5342704662652.58,5847266280866.47,6434346409396.04,6964486143333.66,7627958406665.28,8309059305343.22,
Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,4.93206287616292,5.77439106155076,8.42465449752817,10.8260082555746,6.44310228887612,8.68246174721112,5.88663346991962,7.66404303261987,10.5317212852705,9.69804002470707,13.2404144855533,9.11662318768731,9.96857165279221,11.4741783460237,14.9127448375521,9.28498925365078,7.5348384999179,7.8287118323406,7.67519506375484,7.73738770871279,6.20309741985288,
Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,523.836385438488,554.084746856398,600.764472402553,665.803283781413,708.701670398145,770.23442183231,815.575299104733,878.081340991538,970.558420482732,1064.68356456431,1205.65208147219,1315.56683869452,1446.71006165015,1612.70815427376,1853.207206295,2025.27729624738,2177.87866969512,2348.37851480357,2528.62114665005,2724.27036845086,2893.25951338605,
Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,4942941714615.31,5278776780388.52,5773267616617.41,6448896880206.29,6914449150277.15,7565311683751.96,8060704799094.87,8730178401145.37,9706535477270.32,10707500501038.5,12188710207282.7,13368230870616.8,14774153992759.9,16549099557117.1,19108363356895.2,20984567507348.3,22677405388269.3,24576875190283.4,26598009760000,28811587839987.8,30770362289847.6,
Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,6.01150444942394,6.7942347930224,9.36752692529072,11.7027186067763,7.21909930828308,9.41307860292417,6.54821818388352,8.30539783724215,11.1837013089773,10.3122790424259,13.8333844215141,9.67715733063652,10.5168973796922,12.0138558541289,15.4646709988367,9.81875901881504,8.06706109300661,8.37604553736411,8.22372475779862,8.32234479181497,6.79856473283714,
Households and NPISHs Final consumption expenditure (constant 2010 US$),NE.CON.PRVT.KD,644358041818248,688137240087101,752598681335213,840673187250182,901362219495881,986208153714.09,1050787215366.54,1138059274025.61,1265336423951.75,1395821446815.1,1588910793390.98,1742672190710.89,1925947236672.39,2157327761512.78,2490951402197.3,2735531917654.85,2956208948670.76,3203822356391.06,3467295888709.48,3755856207520.31,4011200523060.86,
Households and NPISHs Final consumption expenditure (current LCU),NE.CON.PRVT.CN,3662632374120,3882179158230,4191492827950,4698777410340,5070878259740,5507636990110,5934380720880,6658695497040,7523240631450,8411906807870,9979329740560,11533825634790,12666089461310,14605756143770,17653199110060,19853678326390,21976250237130,24253972750000,26598009760000,29344305623640,31796400000000,
